# Combined Scan Data Summary
# Number of positions: 81
# Number of pixels: 128
# Position range: -20.0 to 20.0 mm
#
# Format: Position(mm) | LowEnergy_Total(keV) | HighEnergy_Total(keV) | Combined_Total(keV)
#
-20.0	706928.05	123085.35	830013.40
-19.5	710709.66	118755.49	829465.15
-19.0	713751.98	115832.06	829584.04
-18.5	722763.77	117880.57	840644.34
-18.0	711272.29	119909.27	831181.56
-17.5	720463.39	116916.72	837380.11
-17.0	707854.19	120495.77	828349.97
-16.5	703322.71	116153.45	819476.16
-16.0	709120.85	114403.43	823524.28
-15.5	697521.36	117087.92	814609.28
-15.0	706228.81	113561.22	819790.03
-14.5	719655.84	113870.04	833525.88
-14.0	683371.22	103971.28	787342.50
-13.5	681497.07	110567.02	792064.09
-13.0	684654.16	106804.63	791458.79
-12.5	667888.55	106015.51	773904.06
-12.0	658000.81	104102.92	762103.73
-11.5	627700.79	100448.03	728148.82
-11.0	639277.84	102296.02	741573.87
-10.5	644225.97	106363.16	750589.13
-10.0	621850.42	98994.91	720845.33
-9.5	624744.46	104429.90	729174.36
-9.0	606339.57	99608.95	705948.52
-8.5	613889.22	93712.72	707601.94
-8.0	612875.60	101775.28	714650.88
-7.5	606511.94	96453.23	702965.17
-7.0	602507.60	99448.96	701956.56
-6.5	605350.02	99681.96	705031.98
-6.0	602874.57	102771.88	705646.45
-5.5	597168.41	99804.39	696972.80
-5.0	605633.52	100448.66	706082.18
-4.5	611748.28	93833.56	705581.84
-4.0	589337.23	99779.32	689116.55
-3.5	590584.59	96229.73	686814.32
-3.0	603699.66	92628.93	696328.59
-2.5	579897.43	93408.27	673305.70
-2.0	575232.85	94123.59	669356.44
-1.5	576256.10	93553.22	669809.31
-1.0	582891.81	91050.66	673942.48
-0.5	565400.10	91808.62	657208.72
0.0	568821.78	93458.12	662279.90
0.5	570221.10	95776.56	665997.66
1.0	578527.06	92306.32	670833.38
1.5	572313.48	90550.53	662864.01
2.0	579631.20	94328.95	673960.16
2.5	576560.17	93006.46	669566.63
3.0	577040.15	95605.63	672645.78
3.5	582809.59	93482.65	676292.24
4.0	579696.90	95301.17	674998.07
4.5	583400.10	94171.15	677571.25
5.0	585389.82	91152.15	676541.97
5.5	596273.06	94580.60	690853.66
6.0	602748.37	95291.35	698039.72
6.5	609698.55	95304.99	705003.54
7.0	603853.94	94392.20	698246.14
7.5	602568.52	96455.17	699023.69
8.0	604232.02	97200.84	701432.86
8.5	599578.98	99589.20	699168.18
9.0	612412.30	97548.92	709961.22
9.5	618534.87	106589.38	725124.25
10.0	629738.42	99404.24	729142.66
10.5	633896.06	100164.72	734060.78
11.0	638200.44	106249.36	744449.80
11.5	655915.78	106361.14	762276.92
12.0	663319.86	105310.14	768630.00
12.5	661925.63	101760.63	763686.27
13.0	666685.12	110145.60	776830.72
13.5	673717.47	107748.93	781466.41
14.0	678797.40	114869.69	793667.09
14.5	691146.26	114803.29	805949.55
15.0	708682.29	116511.16	825193.45
15.5	706530.04	116989.74	823519.78
16.0	715188.39	122364.29	837552.68
16.5	716848.51	116342.15	833190.66
17.0	718219.07	118757.80	836976.87
17.5	730260.52	119643.27	849903.79
18.0	712365.64	113667.24	826032.88
18.5	708162.35	115204.33	823366.68
19.0	725309.13	113421.66	838730.79
19.5	708550.45	115562.23	824112.68
20.0	712790.86	116780.21	829571.07
