# Combined Scan Data Summary
# Number of positions: 81
# Number of pixels: 128
# Position range: -28.0 to 28.0 mm
#
# Format: Position(mm) | LowEnergy_Total(keV) | HighEnergy_Total(keV) | Combined_Total(keV)
#
-28.0	7253805.70	1166738.82	8420544.52
-27.3	7203864.70	1155671.22	8359535.92
-26.6	7244083.20	1154256.82	8398340.02
-25.9	7249339.10	1159627.55	8408966.65
-25.2	7259249.80	1140416.40	8399666.20
-24.5	7191162.20	1166009.61	8357171.81
-23.8	7279986.90	1175981.15	8455968.05
-23.1	7199878.80	1165024.47	8364903.27
-22.4	7191518.30	1170471.31	8361989.61
-21.7	7209589.40	1168827.35	8378416.75
-21.0	7279619.10	1140091.17	8419710.27
-20.3	7234687.90	1147668.28	8382356.18
-19.6	7235755.60	1151566.06	8387321.66
-18.9	7260197.30	1174608.93	8434806.23
-18.2	7252016.40	1156706.82	8408723.22
-17.5	7228931.70	1168205.53	8397137.23
-16.8	7235616.60	1142026.71	8377643.31
-16.1	7286354.60	1169164.56	8455519.16
-15.4	7185819.60	1145070.04	8330889.64
-14.7	7179773.90	1161272.96	8341046.86
-14.0	7002555.20	1126789.47	8129344.67
-13.3	6832485.20	1117479.21	7949964.41
-12.6	6678845.40	1098395.40	7777240.80
-11.9	6576347.70	1042401.34	7618749.04
-11.2	6447511.00	1023569.44	7471080.44
-10.5	6418272.00	1021880.58	7440152.58
-9.8	6331297.90	1020741.67	7352039.57
-9.1	6198427.50	1008141.49	7206568.99
-8.4	6190829.10	997228.72	7188057.82
-7.7	6062609.90	973270.86	7035880.76
-7.0	5997720.80	951568.56	6949289.36
-6.3	5960361.70	950342.27	6910703.97
-5.6	5912955.30	931977.00	6844932.30
-4.9	5900022.70	955502.04	6855524.74
-4.2	5821506.90	934742.22	6756249.12
-3.5	5849997.90	944290.80	6794288.70
-2.8	5849220.60	934016.51	6783237.11
-2.1	5745950.00	918917.49	6664867.49
-1.4	5772202.90	925277.99	6697480.89
-0.7	5731797.50	934721.93	6666519.43
-0.0	5790349.70	912516.58	6702866.28
0.7	5772918.40	909279.79	6682198.19
1.4	5714336.30	924122.16	6638458.46
2.1	5804914.50	918204.66	6723119.16
2.8	5854978.50	952406.11	6807384.61
3.5	5831489.70	929923.01	6761412.71
4.2	5858715.70	953950.64	6812666.34
4.9	5880097.70	947466.59	6827564.29
5.6	5916719.40	939044.20	6855763.60
6.3	5963269.00	945197.98	6908466.98
7.0	5957720.90	973414.38	6931135.28
7.7	6090632.40	1003490.35	7094122.75
8.4	6130834.80	1011239.14	7142073.94
9.1	6207417.00	1011158.55	7218575.55
9.8	6248738.30	1034784.98	7283523.28
10.5	6406774.60	1026547.37	7433321.97
11.2	6553604.00	1032504.70	7586108.70
11.9	6573999.20	1053386.07	7627385.27
12.6	6707039.50	1060191.85	7767231.35
13.3	6861011.70	1080077.71	7941089.41
14.0	7012134.80	1115622.54	8127757.34
14.7	7175755.10	1150390.70	8326145.80
15.4	7243315.70	1158989.02	8402304.72
16.1	7192729.90	1163518.63	8356248.53
16.8	7219697.60	1156280.42	8375978.02
17.5	7255874.40	1164445.57	8420319.97
18.2	7339850.50	1173543.43	8513393.93
18.9	7181270.60	1164216.92	8345487.52
19.6	7225203.70	1182985.25	8408188.95
20.3	7294255.00	1188322.43	8482577.43
21.0	7257627.30	1159655.19	8417282.49
21.7	7239667.10	1162279.01	8401946.11
22.4	7280332.00	1157120.96	8437452.96
23.1	7228871.40	1143881.27	8372752.67
23.8	7208931.40	1179524.37	8388455.77
24.5	7256816.40	1164369.93	8421186.33
25.2	7169177.70	1189034.61	8358212.31
25.9	7213216.30	1153331.93	8366548.23
26.6	7219339.10	1152480.19	8371819.29
27.3	7210226.30	1151403.70	8361630.00
28.0	7246361.30	1170651.09	8417012.39
